city,category,count
new-delhi,Training ,8
new-delhi,Private Social Networking ,8
new-delhi,Advertising Platforms ,8
new-delhi,Hotels ,8
new-delhi,University Students ,8
new-delhi,United States ,8
new-delhi,Sports ,8
new-delhi,Mobile Games ,9
new-delhi,Technology ,9
new-delhi,All Students ,9
new-delhi,Manufacturing ,9
new-delhi,Music ,9
new-delhi,Web Hosting ,9
new-delhi,General Public Worldwide ,9
new-delhi,News ,9
new-delhi,Business Services ,10
new-delhi,Clean Technology ,10
new-delhi,Usa ,10
new-delhi,iOS ,10
new-delhi,Entertainment Industry ,10
new-delhi,Consumer Electronics ,10
new-delhi,Classifieds ,10
new-delhi,Design ,10
new-delhi,Global ,10
new-delhi,Consulting ,11
new-delhi,Publishing ,11
new-delhi,Restaurants ,11
new-delhi,Hospitality ,11
new-delhi,Human Resources ,11
new-delhi,Reviews and Recommendations ,11
new-delhi,Social Travel ,12
new-delhi,Delhi ,12
new-delhi,Health Care Information Technology ,13
new-delhi,Big Data ,14
new-delhi,Mobile Commerce ,14
new-delhi,Real Estate ,14
new-delhi,Health and Wellness ,15
new-delhi,Events ,16
new-delhi,South East Asia ,16
new-delhi,Brand Marketing ,16
new-delhi,B2B ,16
new-delhi,Travel ,17
new-delhi,Analytics ,17
new-delhi,Web Design ,18
new-delhi,Online Shopping ,19
new-delhi,Social Commerce ,19
new-delhi,Startups ,19
new-delhi,Software ,19
new-delhi,K-12 Education ,21
new-delhi,Android ,21
new-delhi,Health Care ,22
new-delhi,Automotive ,23
new-delhi,Social Media Platforms ,23
new-delhi,Online Travel ,24
new-delhi,SaaS ,24
new-delhi,Food and Beverages ,25
new-delhi,Travel & Tourism ,26
new-delhi,Recruiting ,27
new-delhi,Enterprise Software ,29
new-delhi,Retail ,29
new-delhi,Web Development ,33
new-delhi,Fashion ,34
new-delhi,Small and Medium Businesses ,35
new-delhi,Advertising ,39
new-delhi,Marketplaces ,46
new-delhi,Digital Media ,57
new-delhi,Social Media ,58
new-delhi,Education ,73
new-delhi,Mobile ,89
new-delhi,Indians ,116
new-delhi,E-Commerce ,158
paris,Promotional ,2
paris,Digital Marketing ,2
paris,Entertainment ,2
paris,Speech Recognition ,2
paris,Ride Sharing ,2
paris,Property Management ,2
paris,Guides ,2
paris,Sales Automation ,2
paris,Freelancers ,2
paris,Shared Services ,2
paris,Wealth Management ,2
paris,Venture Capital ,2
paris,Politics ,2
paris,3D Technology ,2
paris,Private Equity  ,2
paris,Storage ,2
paris,Audiovisual ,2
paris,Video Chat ,2
paris,Electronics ,2
paris,QR Codes ,2
paris,Fin Tech ,2
paris,DIY ,2
paris,Second Screen ,2
paris,Optimization ,2
paris,IT Management ,2
paris,Independent Music Labels ,2
paris,Mens Specific ,2
paris,Cosmetics ,2
paris,Adventure Travel ,2
paris,Green ,2
paris,Catering ,2
paris,Q&A ,2
paris,Databases ,2
paris,Point of Sale ,2
paris,Smart City ,2
paris,iPad ,2
paris,Gay & Lesbian ,2
paris,Nonprofits ,2
paris,E-Books ,2
paris,"Mexico, Us, Lat Am ",2
paris,Ventures for Good ,2
paris,Training ,2
paris,TV Station ,2
paris,E Health  ,2
paris,Moneymaking ,2
paris,Film Production ,2
paris,Impact Investing ,2
paris,Kids ,2
paris,Content Discovery ,2
paris,Content Marketing ,2
paris,Cars ,2
paris,Smart Grid ,2
paris,Wearables ,2
paris,Video on Demand ,2
paris,Toys ,2
paris,Customer Service ,2
paris,B2 B Market – Sme’S Specifically  ,2
paris,Translation ,2
paris,Tutoring ,2
paris,Task Management ,2
paris,Agriculture ,2
paris,Visualization ,2
paris,Social ,2
paris,TV Production ,2
paris,Spain ,2
paris,Performance Marketing ,2
paris,Soccer ,2
paris,Women-Focused ,2
paris,Electric Vehicles ,2
paris,Digital Signage ,2
paris,Content Delivery ,2
paris,Security ,2
paris,Test and Measurement ,2
paris,Tours & Activities ,2
paris,Fashion Tech ,2
paris,Recipes ,2
paris,Government Innovation ,2
paris,Intellectual Property ,2
paris,Hardware + Software ,2
paris,Angels ,2
paris,Semantic Search ,2
paris,Gifts ,2
paris,Home Renovation ,2
paris,Public Transportation ,2
paris,Freemium ,2
paris,Writers ,2
paris,Batteries ,2
paris,Magazine ,2
paris,Banking ,2
paris,Food Trucks And/Or Restaurants ,2
paris,Technology ,2
paris,Specialty Foods ,2
paris,Risk Management ,2
paris,Advice ,2
paris,Local Commerce ,2
paris,Music Streaming ,2
paris,Online Reservations ,2
paris,E-Commerce Platforms ,2
paris,Governments ,2
paris,Broadcasting ,2
paris,Waste Management ,2
paris,Twitter Applications ,2
paris,Embedded Hardware and Software ,2
paris,Teenagers ,3
paris,Universities ,3
paris,VoIP ,3
paris,Public Relations ,3
paris,Aerospace ,3
paris,Legal ,3
paris,Musicians ,3
paris,Families ,3
paris,Distribution ,3
paris,Social CRM ,3
paris,Adtech ,3
paris,Film ,3
paris,Biotechnology ,3
paris,Information Services ,3
paris,Performing Arts ,3
paris,All Students ,3
paris,Enterprise Security ,3
paris,Cloud-Based Music ,3
paris,Coworking ,3
paris,Events Services ,3
paris,Leisure ,3
paris,Flash Sales ,3
paris,Investment Management ,3
paris,Online Rental ,3
paris,Bitcoin ,3
paris,Entertainment Industry ,3
paris,Consumer Internet ,3
paris,Computer Vision ,3
paris,Social Bookmarking ,3
paris,Press ,3
paris,Organic Food ,3
paris,Journalism ,3
paris,Media ,3
paris,Deals ,3
paris,Meeting Software ,3
paris,Hospitality ,3
paris,App Discovery ,3
paris,East Africa ,3
paris,Loyalty Programs ,3
paris,Coupons ,3
paris,Subscription Businesses ,3
paris,Television ,3
paris,Insurance ,3
paris,Social Media Monitoring ,3
paris,Energy Management ,3
paris,Shoes ,3
paris,Same Day Delivery ,3
paris,Enterprise Resource Planning ,3
paris,Data Visualization ,3
paris,Small Companies ,3
paris,Apps ,3
paris,Bloggers ,3
paris,Sustainability ,3
paris,Personalization ,4
paris,SEO ,4
paris,Innovation Engineering ,4
paris,Product Design ,4
paris,Automotive ,4
paris,Usa ,4
paris,Mobile Health ,4
paris,Internet Radio ,4
paris,Local Coupons ,4
paris,Groceries ,4
paris,Blogging Platforms ,4
paris,Employment ,4
paris,Services ,4
paris,User Experience Design ,4
paris,Health Care Information Technology ,4
paris,Email Marketing ,4
paris,Casual Games ,4
paris,Real Estate Investors ,4
paris,Clean Technology ,4
paris,Facebook Applications ,4
paris,Young Adults ,4
paris,Social News ,4
paris,Gamification ,4
paris,Real Time ,4
paris,Reputation ,4
paris,Online Gaming ,4
paris,Lasers ,4
paris,Cloud Infrastructure ,4
paris,Cooking ,4
paris,Machine Learning ,4
paris,Vacation Rentals ,4
paris,Sharing Economy ,4
paris,Hardware ,4
paris,Mobile Coupons ,4
paris,Email ,4
paris,Home Decor ,5
paris,Local Services ,5
paris,Logistics ,5
paris,Business Services ,5
paris,Mobility ,5
paris,K-12 Education ,5
paris,Architecture ,5
paris,Classifieds ,5
paris,Curated Web ,5
paris,Application Platforms ,5
paris,Creative Industries ,5
paris,Beauty ,5
paris,Cloud Data Services ,5
paris,Games ,5
paris,Online Shopping ,5
paris,Developer Tools ,5
paris,Artificial Intelligence ,5
paris,Developer APIs ,5
paris,Construction ,5
paris,Hotels ,6
paris,Ticketing ,6
paris,Video Games ,6
paris,Quantified Self ,6
paris,Professional Networking ,6
paris,Search ,6
paris,Business Development ,6
paris,Project Management ,6
paris,Predictive Analytics ,6
paris,File Sharing ,6
paris,Social Recruiting ,6
paris,Internet TV ,6
paris,iPhone ,6
paris,Finance Technology ,6
paris,Advertising Platforms ,6
paris,None ,6
paris,Lead Generation ,6
paris,Luxury ,6
paris,Travel ,7
paris,Open Source ,7
paris,Digital Entertainment ,7
paris,Educational Games ,7
paris,Restaurants ,7
paris,Rental Housing ,7
paris,Payments ,7
paris,Fitness ,7
paris,Telecommunications ,7
paris,University Students ,7
paris,Online Video Advertising ,7
paris,Internet ,8
paris,Publishing ,8
paris,Printing ,8
paris,Consumer Goods ,8
paris,Cloud Computing ,8
paris,Tourism ,8
paris,Messaging ,8
paris,Retail Technology ,8
paris,Productivity Software ,8
paris,Design ,8
paris,Online Dating ,8
paris,Finance ,8
paris,Video Streaming ,8
paris,Social Television ,9
paris,Mobile Application ,9
paris,Personal Health ,9
paris,CRM ,9
paris,Wine And Spirits ,9
paris,Event Management ,9
paris,Social Network Media ,9
paris,Business Intelligence ,9
paris,Music Services ,9
paris,Mobile Payments ,9
paris,Language Learning ,9
paris,iOS ,10
paris,Android ,10
paris,Reviews and Recommendations ,10
paris,Private Social Networking ,10
paris,Local Businesses ,10
paris,Sales and Marketing ,10
paris,Internet of Things ,10
paris,Local ,11
paris,Social Network ,11
paris,Health Care ,11
paris,Photography ,11
paris,Consumer Electronics ,11
paris,Social Travel ,11
paris,News ,11
paris,Web Design ,11
paris,Local Advertising ,11
paris,France ,12
paris,Collaboration ,12
paris,Consulting ,12
paris,Communities ,12
paris,Peer-to-Peer ,12
paris,Big Data Analytics ,12
paris,Art ,13
paris,Online Travel ,13
paris,Human Resources ,13
paris,Europe ,13
paris,Transportation ,13
paris,Software ,13
paris,Social Games ,14
paris,Crowdfunding ,14
paris,Health and Wellness ,14
paris,Crowdsourcing ,14
paris,Mobile Games ,15
paris,Retail ,15
paris,Mobile Commerce ,15
paris,General Public Worldwide ,15
paris,Photo Sharing ,15
paris,Real Estate ,15
paris,Web Development ,15
paris,Startups ,15
paris,Collaborative Consumption ,16
paris,Mobile Advertising ,16
paris,Financial Services ,16
paris,Location Based Services ,17
paris,Brand Marketing ,17
paris,Analytics ,18
paris,B2B ,18
paris,Social Media Marketing ,20
paris,Recruiting ,20
paris,Small and Medium Businesses ,20
paris,Sports ,20
paris,Video ,21
paris,Big Data ,21
paris,Social Media Platforms ,25
paris,Travel & Tourism ,25
paris,Events ,26
paris,Music ,27
paris,Food and Beverages ,27
paris,Advertising ,28
paris,Education ,28
paris,Social Commerce ,33
paris,Enterprise Software ,38
paris,Fashion ,39
paris,Marketplaces ,40
paris,SaaS ,50
paris,Digital Media ,55
paris,Social Media ,89
paris,E-Commerce ,103
paris,Mobile ,118
sanfrancisco,Property Management ,2
sanfrancisco,MicroBlogging ,2
sanfrancisco,Babies ,2
sanfrancisco,Home Decor ,2
sanfrancisco,Fin Tech ,2
sanfrancisco,Social Network ,2
sanfrancisco,Bicycles ,2
sanfrancisco,Printing ,2
sanfrancisco,Internet Radio ,2
sanfrancisco,Patient Management ,2
sanfrancisco,Governance ,2
sanfrancisco,Lifestyle Products ,2
sanfrancisco,Graphics ,2
sanfrancisco,Journalism ,2
sanfrancisco,Web Browsers ,2
sanfrancisco,Native Advertising ,2
sanfrancisco,Creative Industries ,2
sanfrancisco,Displays ,2
sanfrancisco,Insurance Companies ,2
sanfrancisco,Direct Marketing ,2
sanfrancisco,Search Marketing ,2
sanfrancisco,Price Comparison ,2
sanfrancisco,Image Recognition ,2
sanfrancisco,Vending and Concessions ,2
sanfrancisco,Unmanned Air Systems ,2
sanfrancisco,Energy Storage ,2
sanfrancisco,Call Center Automation ,2
sanfrancisco,Guides ,2
sanfrancisco,Sales ,2
sanfrancisco,Genealogy Market Worldwide ,2
sanfrancisco,Content Creators ,2
sanfrancisco,Brokers ,2
sanfrancisco,Enterprises ,2
sanfrancisco,Film Distribution ,2
sanfrancisco,Medication Adherence ,2
sanfrancisco,Service Providers ,2
sanfrancisco,Software Engineering ,2
sanfrancisco,Semantic Web ,2
sanfrancisco,Coworking ,2
sanfrancisco,Social Media Advertising ,2
sanfrancisco,Sponsorship ,2
sanfrancisco,Mobile Application ,2
sanfrancisco,Comparison Shopping ,2
sanfrancisco,Latin America ,2
sanfrancisco,Auto ,2
sanfrancisco,Gps ,2
sanfrancisco,Offline Businesses ,2
sanfrancisco,Bitcoin Mining ,2
sanfrancisco,Game ,2
sanfrancisco,Tracking ,2
sanfrancisco,Same Day Delivery ,2
sanfrancisco,Advertising Networks ,2
sanfrancisco,Google Apps ,2
sanfrancisco,Risk Management ,2
sanfrancisco,Boating Industry ,2
sanfrancisco,CAD ,2
sanfrancisco,Browser Extensions ,2
sanfrancisco,Digital Currency ,2
sanfrancisco,Soccer ,2
sanfrancisco,Unifed Communications ,2
sanfrancisco,Connected Devices ,2
sanfrancisco,Technical Continuing Education ,2
sanfrancisco,Digital Health ,2
sanfrancisco,B2B Express Delivery ,2
sanfrancisco,Social Media Management ,2
sanfrancisco,E Learn ,2
sanfrancisco,mHealth ,2
sanfrancisco,Dating ,2
sanfrancisco,Science ,2
sanfrancisco,Telephony ,2
sanfrancisco,Independent Music Labels ,2
sanfrancisco,Mobile Software Tools ,2
sanfrancisco,Home Renovation ,2
sanfrancisco,Energy Management ,2
sanfrancisco,Skill Gaming ,2
sanfrancisco,Social Innovation ,2
sanfrancisco,Adtech ,2
sanfrancisco,Invest Online ,2
sanfrancisco,Disruptive Models ,2
sanfrancisco,Celebrity ,2
sanfrancisco,Licensing ,2
sanfrancisco,Match-Making ,2
sanfrancisco,Waste Management ,2
sanfrancisco,Video Editing ,2
sanfrancisco,Promotional ,2
sanfrancisco,Trading ,2
sanfrancisco,SEO ,2
sanfrancisco,Senior Health ,2
sanfrancisco,Influencer Marketing ,2
sanfrancisco,Mortgage ,2
sanfrancisco,Flowers ,2
sanfrancisco,Usability ,2
sanfrancisco,Hospitals ,2
sanfrancisco,Utilities ,2
sanfrancisco,Online Gaming ,2
sanfrancisco,Education Technology ,2
sanfrancisco,Wholesale ,2
sanfrancisco,Enterprise Search ,2
sanfrancisco,Dietary Supplements ,2
sanfrancisco,Edtech ,2
sanfrancisco,Electronic Health Records ,2
sanfrancisco,Payment Systems ,2
sanfrancisco,Data ,2
sanfrancisco,Clinical Trials ,2
sanfrancisco,Adventure Travel ,2
sanfrancisco,Interface Design ,2
sanfrancisco,Exercise ,2
sanfrancisco,Cause Marketing ,2
sanfrancisco,Non Profit ,2
sanfrancisco,Stock Exchanges ,2
sanfrancisco,Independent Music ,2
sanfrancisco,Human Resource Automation ,2
sanfrancisco,Jewelry ,3
sanfrancisco,Internet ,3
sanfrancisco,Online Rental ,3
sanfrancisco,Employment ,3
sanfrancisco,Public Safety ,3
sanfrancisco,Mobile Video ,3
sanfrancisco,Manufacturing ,3
sanfrancisco,Colleges ,3
sanfrancisco,Enterprise 2.0 ,3
sanfrancisco,Financial Technology ,3
sanfrancisco,Architecture ,3
sanfrancisco,Creative ,3
sanfrancisco,Infrastructure Monitoring ,3
sanfrancisco,Identity ,3
sanfrancisco,Procurement ,3
sanfrancisco,App Discovery ,3
sanfrancisco,Home Automation ,3
sanfrancisco,Consumers ,3
sanfrancisco,Personal Data ,3
sanfrancisco,Social Media Monitoring ,3
sanfrancisco,Higher Education ,3
sanfrancisco,Governments ,3
sanfrancisco,Human Computer Interaction ,3
sanfrancisco,Gambling ,3
sanfrancisco,Textbooks ,3
sanfrancisco,Home & Garden ,3
sanfrancisco,Smart Home ,3
sanfrancisco,DIY ,3
sanfrancisco,Flash Sales ,3
sanfrancisco,Professional Services ,3
sanfrancisco,Social Bookmarking ,3
sanfrancisco,Forums ,3
sanfrancisco,Tutoring ,3
sanfrancisco,Mobile Search ,3
sanfrancisco,Deep Learning ,3
sanfrancisco,Business Development ,3
sanfrancisco,Virtual Goods ,3
sanfrancisco,Musicians ,3
sanfrancisco,Privacy ,3
sanfrancisco,Group Buying ,3
sanfrancisco,Video Conferencing ,3
sanfrancisco,Remittance ,3
sanfrancisco,Distribution ,3
sanfrancisco,Mass Customization ,3
sanfrancisco,Email Newsletters ,3
sanfrancisco,Photo Editing ,3
sanfrancisco,IaaS ,3
sanfrancisco,Local Discovery ,3
sanfrancisco,Edutainment ,3
sanfrancisco,Coffee ,3
sanfrancisco,Electronics ,3
sanfrancisco,Cars ,3
sanfrancisco,Virtual Worlds ,3
sanfrancisco,Government Innovation ,3
sanfrancisco,Concerts ,3
sanfrancisco,Active Lifestyle ,3
sanfrancisco,Auctions ,3
sanfrancisco,Direct Sales ,3
sanfrancisco,Embedded Hardware and Software ,3
sanfrancisco,Genetic Testing ,3
sanfrancisco,Freelancers ,3
sanfrancisco,Self Development ,3
sanfrancisco,Temporary Staffing ,3
sanfrancisco,Law Enforcement ,3
sanfrancisco,Tech Field Support ,3
sanfrancisco,Global ,3
sanfrancisco,QR Codes ,3
sanfrancisco,Gay & Lesbian ,3
sanfrancisco,Transaction Processing ,3
sanfrancisco,Data Security ,3
sanfrancisco,Gadget ,3
sanfrancisco,Monetization ,3
sanfrancisco,Billing ,3
sanfrancisco,Conversion Optimization ,3
sanfrancisco,Television ,3
sanfrancisco,Windows Phone 7 ,3
sanfrancisco,Social Business ,3
sanfrancisco,Brain Health ,3
sanfrancisco,Maps ,4
sanfrancisco,Consulting ,4
sanfrancisco,Green ,4
sanfrancisco,Digital Entertainment ,4
sanfrancisco,Investment Management ,4
sanfrancisco,Diagnostics ,4
sanfrancisco,Services ,4
sanfrancisco,Organic Food ,4
sanfrancisco,Innovation Management ,4
sanfrancisco,Performance Marketing ,4
sanfrancisco,Identity Management ,4
sanfrancisco,Incubators ,4
sanfrancisco,Enterprise Resource Planning ,4
sanfrancisco,Supply Chain Management ,4
sanfrancisco,Advertising Exchanges ,4
sanfrancisco,Synthetic Biology ,4
sanfrancisco,Parking ,4
sanfrancisco,Internet Marketing ,4
sanfrancisco,Marketing ,4
sanfrancisco,Ad Targeting ,4
sanfrancisco,Translation ,4
sanfrancisco,New Product Development ,4
sanfrancisco,High School Students ,4
sanfrancisco,Freemium ,4
sanfrancisco,Vacation Rentals ,4
sanfrancisco,Office Space ,4
sanfrancisco,Doctors ,4
sanfrancisco,Local Search ,4
sanfrancisco,Credit ,4
sanfrancisco,Mobile Devices ,4
sanfrancisco,Financial Exchanges ,4
sanfrancisco,College Campuses ,4
sanfrancisco,Virtualization ,4
sanfrancisco,MMO Games ,4
sanfrancisco,Wireless ,4
sanfrancisco,Visualization ,4
sanfrancisco,Social ,4
sanfrancisco,Mobile Security ,4
sanfrancisco,File Sharing ,4
sanfrancisco,Water ,4
sanfrancisco,Heathcare ,4
sanfrancisco,Construction ,4
sanfrancisco,Energy ,4
sanfrancisco,Mobile Social ,4
sanfrancisco,Interest Graph ,4
sanfrancisco,App Stores ,4
sanfrancisco,Information Services ,4
sanfrancisco,Interior Design ,4
sanfrancisco,Social Search ,4
sanfrancisco,Coupons ,4
sanfrancisco,Training ,4
sanfrancisco,Media ,4
sanfrancisco,Web Hosting ,4
sanfrancisco,Career Planning ,4
sanfrancisco,Teenagers ,5
sanfrancisco,Web Design ,5
sanfrancisco,Enterprise Security ,5
sanfrancisco,Contact Management ,5
sanfrancisco,Emerging Markets ,5
sanfrancisco,Virtual Workforces ,5
sanfrancisco,Fraud Detection ,5
sanfrancisco,Cloud-Based Music ,5
sanfrancisco,Employer Benefits Programs ,5
sanfrancisco,Infrastructure ,5
sanfrancisco,Local Services ,5
sanfrancisco,Public Relations ,5
sanfrancisco,Document Management ,5
sanfrancisco,Outdoors ,5
sanfrancisco,Neuroscience ,5
sanfrancisco,Information Technology ,5
sanfrancisco,Communications Infrastructure ,5
sanfrancisco,Local Commerce ,5
sanfrancisco,Credit Cards ,5
sanfrancisco,Politics ,5
sanfrancisco,Mens Specific ,5
sanfrancisco,Baby Boomers ,5
sanfrancisco,Computer Vision ,5
sanfrancisco,Casual Games ,5
sanfrancisco,Task Management ,5
sanfrancisco,Reputation ,5
sanfrancisco,Entrepreneur ,5
sanfrancisco,Batteries ,5
sanfrancisco,Specialty Foods ,5
sanfrancisco,Personal Branding ,5
sanfrancisco,Operating Systems ,5
sanfrancisco,Mobile Coupons ,5
sanfrancisco,Blockchains ,5
sanfrancisco,Broadcasting ,5
sanfrancisco,Nightlife ,5
sanfrancisco,Storage ,5
sanfrancisco,Social Television ,5
sanfrancisco,Google Glass ,5
sanfrancisco,E-Books ,5
sanfrancisco,Content Marketing ,5
sanfrancisco,Event Management ,5
sanfrancisco,Presentations ,5
sanfrancisco,Gift Card ,5
sanfrancisco,Data Integration ,5
sanfrancisco,Nutrition ,5
sanfrancisco,Public Transportation ,5
sanfrancisco,P2P Money Transfer ,5
sanfrancisco,Language Learning ,5
sanfrancisco,Online Scheduling ,6
sanfrancisco,Rental Housing ,6
sanfrancisco,Clean Energy ,6
sanfrancisco,Aerospace ,6
sanfrancisco,Pharmaceuticals ,6
sanfrancisco,Robotics ,6
sanfrancisco,Local Advertising ,6
sanfrancisco,Natural Language Processing ,6
sanfrancisco,Sharing Economy ,6
sanfrancisco,Twitter Applications ,6
sanfrancisco,Virtual Currency ,6
sanfrancisco,SMS ,6
sanfrancisco,Cooking ,6
sanfrancisco,Project Management ,6
sanfrancisco,Sensors ,6
sanfrancisco,Sustainability ,6
sanfrancisco,Marijuana ,6
sanfrancisco,Web CMS ,6
sanfrancisco,Artists Globally ,6
sanfrancisco,Beauty ,6
sanfrancisco,Solar ,6
sanfrancisco,Data Visualization ,6
sanfrancisco,Corporate Training ,6
sanfrancisco,3D Technology ,7
sanfrancisco,Psychology ,7
sanfrancisco,Tablets ,7
sanfrancisco,Educational Games ,7
sanfrancisco,Video Chat ,7
sanfrancisco,VoIP ,7
sanfrancisco,Knowledge Management ,7
sanfrancisco,Content Delivery ,7
sanfrancisco,Shipping ,7
sanfrancisco,3D ,7
sanfrancisco,Local Businesses ,7
sanfrancisco,Bioinformatics ,7
sanfrancisco,Optimization ,7
sanfrancisco,Real Estate Investors ,7
sanfrancisco,Semantic Search ,7
sanfrancisco,Consumer Lending ,7
sanfrancisco,Drones ,7
sanfrancisco,Deals ,7
sanfrancisco,Online Shopping ,7
sanfrancisco,Energy Efficiency ,7
sanfrancisco,Databases ,7
sanfrancisco,Q&A ,7
sanfrancisco,Elder Care ,8
sanfrancisco,Geospatial ,8
sanfrancisco,Pets ,8
sanfrancisco,Fantasy Sports ,8
sanfrancisco,Art ,8
sanfrancisco,Wearables ,8
sanfrancisco,Telecommunications ,8
sanfrancisco,Business Analytics ,8
sanfrancisco,Web Tools ,8
sanfrancisco,Banking ,8
sanfrancisco,Open Source ,8
sanfrancisco,Consumer  ,8
sanfrancisco,Blogging Platforms ,8
sanfrancisco,Health and Insurance ,8
sanfrancisco,Email Marketing ,8
sanfrancisco,Deep Information Technology ,8
sanfrancisco,Social News ,8
sanfrancisco,Corporate Wellness ,8
sanfrancisco,Angels ,9
sanfrancisco,Augmented Reality ,9
sanfrancisco,Music Services ,9
sanfrancisco,Gamification ,9
sanfrancisco,Lifestyle ,9
sanfrancisco,3D Printing ,9
sanfrancisco,Career Management ,9
sanfrancisco,Agriculture ,9
sanfrancisco,University Students ,9
sanfrancisco,Social Fundraising ,9
sanfrancisco,Women-Focused ,9
sanfrancisco,Ticketing ,9
sanfrancisco,Groceries ,9
sanfrancisco,Entertainment ,9
sanfrancisco,Networking ,9
sanfrancisco,Biotechnology ,9
sanfrancisco,Accounting ,9
sanfrancisco,Film ,10
sanfrancisco,Marketing Automation ,10
sanfrancisco,Families ,10
sanfrancisco,Electric Vehicles ,10
sanfrancisco,Audio ,10
sanfrancisco,Hotels ,10
sanfrancisco,Artificial Intelligence ,10
sanfrancisco,Online Reservations ,10
sanfrancisco,Medical Devices ,10
sanfrancisco,Social CRM ,10
sanfrancisco,Point of Sale ,10
sanfrancisco,Product Design ,10
sanfrancisco,College Recruiting ,10
sanfrancisco,Travel & Tourism ,10
sanfrancisco,Cloud Management ,10
sanfrancisco,Wine And Spirits ,10
sanfrancisco,Customer Support Tools ,11
sanfrancisco,Business Services ,11
sanfrancisco,Chat ,11
sanfrancisco,Facebook Applications ,11
sanfrancisco,Internet TV ,11
sanfrancisco,Insurance ,11
sanfrancisco,Customer Service ,11
sanfrancisco,Commercial Real Estate ,11
sanfrancisco,Internet Infrastructure ,12
sanfrancisco,iPad ,12
sanfrancisco,Social Network Media ,12
sanfrancisco,Entertainment Industry ,12
sanfrancisco,Market Research ,13
sanfrancisco,Data Mining ,13
sanfrancisco,Medical ,13
sanfrancisco,User Experience Design ,13
sanfrancisco,PaaS ,13
sanfrancisco,Mobile Analytics ,13
sanfrancisco,Apps ,13
sanfrancisco,Nonprofits ,14
sanfrancisco,Business Productivity ,14
sanfrancisco,Video Streaming ,14
sanfrancisco,Mobile Enterprise ,14
sanfrancisco,Hardware + Software ,14
sanfrancisco,Quantified Self ,14
sanfrancisco,Legal ,15
sanfrancisco,Social Travel ,15
sanfrancisco,Loyalty Programs ,15
sanfrancisco,Real Time ,15
sanfrancisco,Online Video Advertising ,15
sanfrancisco,Social Recruiting ,16
sanfrancisco,E-Commerce Platforms ,16
sanfrancisco,Video Games ,16
sanfrancisco,Personal Finance ,17
sanfrancisco,Personalization ,17
sanfrancisco,Predictive Analytics ,17
sanfrancisco,Online Dating ,17
sanfrancisco,News ,17
sanfrancisco,Clean Technology ,17
sanfrancisco,Hospitality ,17
sanfrancisco,Web Development ,17
sanfrancisco,Business Intelligence ,17
sanfrancisco,Venture Capital ,18
sanfrancisco,Subscription Businesses ,18
sanfrancisco,Logistics ,18
sanfrancisco,iOS ,18
sanfrancisco,Kids ,19
sanfrancisco,Sales Automation ,19
sanfrancisco,Reviews and Recommendations ,19
sanfrancisco,Design ,19
sanfrancisco,Lead Generation ,20
sanfrancisco,Cloud Data Services ,20
sanfrancisco,Cloud Infrastructure ,20
sanfrancisco,Retail ,20
sanfrancisco,Parenting ,20
sanfrancisco,Development Platforms ,20
sanfrancisco,Professional Networking ,21
sanfrancisco,Travel ,21
sanfrancisco,Content ,21
sanfrancisco,Photography ,21
sanfrancisco,Automotive ,22
sanfrancisco,Security ,22
sanfrancisco,Consumer Goods ,22
sanfrancisco,Content Discovery ,22
sanfrancisco,Restaurants ,22
sanfrancisco,Search ,22
sanfrancisco,Email ,23
sanfrancisco,Brand Marketing ,23
sanfrancisco,Ventures for Good ,24
sanfrancisco,Android ,24
sanfrancisco,Fitness ,25
sanfrancisco,Technology ,26
sanfrancisco,Publishing ,27
sanfrancisco,K-12 Education ,27
sanfrancisco,Private Social Networking ,27
sanfrancisco,iPhone ,28
sanfrancisco,Startups ,28
sanfrancisco,Transportation ,28
sanfrancisco,Machine Learning ,29
sanfrancisco,Sports ,29
sanfrancisco,Events ,29
sanfrancisco,Retail Technology ,29
sanfrancisco,Crowdfunding ,30
sanfrancisco,Communities ,31
sanfrancisco,Finance ,32
sanfrancisco,Peer-to-Peer ,32
sanfrancisco,Mobile Payments ,32
sanfrancisco,Social Media Marketing ,33
sanfrancisco,Messaging ,33
sanfrancisco,Photo Sharing ,33
sanfrancisco,Application Platforms ,34
sanfrancisco,CRM ,34
sanfrancisco,Human Resources ,35
sanfrancisco,Advertising Platforms ,36
sanfrancisco,Online Travel ,36
sanfrancisco,Mobile Health ,36
sanfrancisco,Curated Web ,36
sanfrancisco,Collaboration ,37
sanfrancisco,Hardware ,37
sanfrancisco,Internet of Things ,37
sanfrancisco,Games ,39
sanfrancisco,Collaborative Consumption ,39
sanfrancisco,Real Estate ,39
sanfrancisco,Bitcoin ,40
sanfrancisco,Productivity Software ,40
sanfrancisco,Big Data Analytics ,40
sanfrancisco,Personal Health ,40
sanfrancisco,Payments ,41
sanfrancisco,Crowdsourcing ,41
sanfrancisco,Developer APIs ,42
sanfrancisco,Mobile Advertising ,42
sanfrancisco,Finance Technology ,42
sanfrancisco,Music ,43
sanfrancisco,Local ,46
sanfrancisco,B2B ,46
sanfrancisco,Sales and Marketing ,46
sanfrancisco,Consumer Electronics ,47
sanfrancisco,Social Games ,47
sanfrancisco,Location Based Services ,47
sanfrancisco,Developer Tools ,49
sanfrancisco,Fashion ,49
sanfrancisco,Food and Beverages ,51
sanfrancisco,Health Care Information Technology ,51
sanfrancisco,Social Media Platforms ,52
